index,label,drift,s_5,s_10,s_20,s_50
422,NORMAL,0.157608,0.600000,0.700000,0.700000,0.820000
423,NORMAL,0.195910,0.200000,0.500000,0.650000,0.800000
424,NORMAL,0.225037,0.800000,0.500000,0.700000,0.700000
425,NORMAL,0.234500,0.400000,0.500000,0.550000,0.640000
426,NORMAL,0.095852,0.200000,0.200000,0.100000,0.360000
427,NORMAL,0.226418,0.000000,0.100000,0.300000,0.500000
428,NORMAL,0.189102,0.400000,0.400000,0.450000,0.420000
429,NORMAL,0.190784,0.600000,0.500000,0.500000,0.660000
430,NORMAL,0.215892,0.200000,0.400000,0.650000,0.700000
431,NORMAL,0.204025,0.200000,0.300000,0.550000,0.580000
432,NORMAL,0.216897,0.600000,0.700000,0.700000,0.620000
433,NORMAL,0.192141,0.000000,0.500000,0.550000,0.680000
434,NORMAL,0.234841,0.400000,0.600000,0.450000,0.540000
435,NORMAL,0.071143,0.400000,0.400000,0.350000,0.360000
436,NORMAL,0.044662,0.200000,0.200000,0.350000,0.500000
437,NORMAL,0.192252,0.400000,0.600000,0.750000,0.700000
438,NORMAL,0.175334,0.200000,0.600000,0.650000,0.820000
439,NORMAL,0.216405,0.600000,0.300000,0.500000,0.560000
440,NORMAL,0.166001,0.800000,0.700000,0.750000,0.900000
441,NORMAL,0.227494,0.600000,0.600000,0.600000,0.680000
442,NORMAL,0.195952,0.200000,0.400000,0.700000,0.700000
443,NORMAL,0.180428,0.400000,0.300000,0.450000,0.640000
444,NORMAL,0.168913,0.000000,0.400000,0.500000,0.420000
445,NORMAL,0.114719,0.600000,0.500000,0.650000,0.760000
446,NORMAL,0.165560,0.800000,0.500000,0.300000,0.320000
447,NORMAL,0.231618,0.000000,0.100000,0.350000,0.420000
448,NORMAL,0.220512,0.000000,0.300000,0.350000,0.580000
449,NORMAL,0.204883,0.400000,0.500000,0.550000,0.780000
450,NORMAL,0.227724,0.400000,0.400000,0.500000,0.680000
451,NORMAL,0.215889,0.600000,0.500000,0.450000,0.400000
452,NORMAL,0.221620,0.400000,0.600000,0.550000,0.620000
453,NORMAL,0.111955,0.800000,0.800000,0.750000,0.740000
454,NORMAL,0.246052,0.200000,0.400000,0.450000,0.500000
455,NORMAL,0.238018,0.400000,0.500000,0.600000,0.600000
456,NORMAL,0.193877,0.400000,0.500000,0.700000,0.740000
457,NORMAL,0.201603,0.800000,0.600000,0.650000,0.740000
458,NORMAL,0.192264,0.400000,0.600000,0.650000,0.620000
459,NORMAL,0.233827,0.800000,0.500000,0.550000,0.500000
460,NORMAL,0.236480,0.400000,0.500000,0.450000,0.600000
461,NORMAL,0.237884,0.600000,0.500000,0.600000,0.660000
462,NORMAL,0.172221,0.400000,0.300000,0.250000,0.500000
463,NORMAL,0.159014,0.600000,0.500000,0.300000,0.240000
464,NORMAL,0.200700,1.000000,0.700000,0.650000,0.820000
465,NORMAL,0.260239,0.200000,0.100000,0.350000,0.420000
466,NORMAL,0.217044,0.400000,0.400000,0.600000,0.720000
467,NORMAL,0.205206,0.400000,0.500000,0.450000,0.640000
468,NORMAL,0.217464,0.400000,0.400000,0.450000,0.620000
469,NORMAL,0.096877,0.000000,0.300000,0.300000,0.300000
470,NORMAL,0.173813,0.200000,0.300000,0.350000,0.320000
471,NORMAL,0.180223,0.200000,0.200000,0.150000,0.320000
472,NORMAL,0.053576,0.000000,0.000000,0.150000,0.240000
473,NORMAL,0.056203,0.600000,0.300000,0.500000,0.560000
474,NORMAL,0.116638,0.000000,0.100000,0.100000,0.120000
475,NORMAL,0.056569,0.000000,0.100000,0.100000,0.180000
476,PNEUMONIA,0.139542,0.600000,0.600000,0.800000,0.800000
477,PNEUMONIA,0.088560,0.800000,0.600000,0.550000,0.520000
478,PNEUMONIA,0.155455,0.800000,0.800000,0.750000,0.740000
479,PNEUMONIA,0.146593,0.800000,0.600000,0.650000,0.840000
480,PNEUMONIA,0.140754,0.400000,0.500000,0.600000,0.640000
481,PNEUMONIA,0.130903,0.800000,0.800000,0.750000,0.820000
482,PNEUMONIA,0.163576,0.600000,0.800000,0.750000,0.680000
483,PNEUMONIA,0.116178,0.600000,0.700000,0.650000,0.640000
484,PNEUMONIA,0.147690,0.600000,0.700000,0.750000,0.720000
485,PNEUMONIA,0.170137,0.200000,0.500000,0.700000,0.680000
486,PNEUMONIA,0.131347,0.600000,0.600000,0.550000,0.720000
487,PNEUMONIA,0.159046,0.600000,0.600000,0.750000,0.780000
488,PNEUMONIA,0.147437,0.800000,0.900000,0.800000,0.840000
489,PNEUMONIA,0.139251,0.800000,0.900000,0.750000,0.900000
490,PNEUMONIA,0.138333,0.400000,0.400000,0.650000,0.520000
491,PNEUMONIA,0.142423,0.000000,0.600000,0.600000,0.760000
492,PNEUMONIA,0.131018,0.400000,0.400000,0.550000,0.660000
493,PNEUMONIA,0.146812,0.800000,0.800000,0.750000,0.820000
494,PNEUMONIA,0.158216,0.400000,0.300000,0.500000,0.620000
495,PNEUMONIA,0.148743,0.800000,0.800000,0.800000,0.800000
496,PNEUMONIA,0.124003,0.400000,0.600000,0.750000,0.760000
497,PNEUMONIA,0.142801,0.400000,0.700000,0.800000,0.860000
498,PNEUMONIA,0.052308,0.400000,0.500000,0.650000,0.620000
499,PNEUMONIA,0.147478,0.200000,0.500000,0.850000,0.800000
500,PNEUMONIA,0.134277,0.600000,0.900000,0.700000,0.840000
501,PNEUMONIA,0.148245,0.800000,0.500000,0.550000,0.740000
502,PNEUMONIA,0.125960,0.600000,0.500000,0.500000,0.660000
503,PNEUMONIA,0.118245,0.200000,0.600000,0.700000,0.820000
504,PNEUMONIA,0.154302,0.600000,0.400000,0.650000,0.680000
505,PNEUMONIA,0.038668,0.200000,0.500000,0.700000,0.720000
506,PNEUMONIA,0.087404,0.200000,0.400000,0.750000,0.560000
507,PNEUMONIA,0.143025,0.400000,0.500000,0.600000,0.620000
508,PNEUMONIA,0.151753,0.200000,0.500000,0.550000,0.660000
509,PNEUMONIA,0.155398,0.600000,0.700000,0.800000,0.760000
510,PNEUMONIA,0.095180,0.800000,0.500000,0.600000,0.740000
511,PNEUMONIA,0.129581,0.600000,0.500000,0.550000,0.620000
512,PNEUMONIA,0.140331,0.600000,0.800000,0.800000,0.860000
513,PNEUMONIA,0.124750,0.800000,0.800000,0.650000,0.760000
514,PNEUMONIA,0.128613,0.400000,0.600000,0.600000,0.640000
515,PNEUMONIA,0.111139,0.400000,0.700000,0.750000,0.640000
516,PNEUMONIA,0.142182,0.600000,0.600000,0.900000,0.860000
517,PNEUMONIA,0.143974,0.800000,0.700000,0.750000,0.740000
518,PNEUMONIA,0.138508,0.600000,0.600000,0.450000,0.640000
519,PNEUMONIA,0.131531,1.000000,0.700000,0.650000,0.900000
520,PNEUMONIA,0.046336,0.400000,0.200000,0.250000,0.340000
521,PNEUMONIA,0.138283,0.800000,0.800000,0.700000,0.920000
522,PNEUMONIA,0.164274,0.600000,0.500000,0.650000,0.580000
523,PNEUMONIA,0.163757,0.800000,0.700000,0.750000,0.700000
524,PNEUMONIA,0.145028,0.800000,0.500000,0.700000,0.680000
525,PNEUMONIA,0.095838,0.400000,0.500000,0.600000,0.620000
526,PNEUMONIA,0.149429,0.800000,0.900000,0.750000,0.720000
527,PNEUMONIA,0.152139,0.400000,0.600000,0.800000,0.860000
528,PNEUMONIA,0.113597,0.200000,0.100000,0.200000,0.360000
529,PNEUMONIA,0.145040,0.600000,0.700000,0.750000,0.860000
530,PNEUMONIA,0.150331,0.600000,0.800000,0.900000,0.920000
531,PNEUMONIA,0.075797,0.400000,0.500000,0.350000,0.320000
532,PNEUMONIA,0.143933,0.600000,0.800000,0.850000,0.820000
533,PNEUMONIA,0.159304,1.000000,0.700000,0.700000,0.780000
534,PNEUMONIA,0.130940,0.600000,0.300000,0.550000,0.520000
535,PNEUMONIA,0.134337,0.400000,0.900000,0.900000,0.840000
536,PNEUMONIA,0.080762,0.000000,0.700000,0.450000,0.320000
537,PNEUMONIA,0.136408,0.800000,0.900000,0.850000,0.840000
538,PNEUMONIA,0.152223,0.600000,0.700000,0.700000,0.740000
539,PNEUMONIA,0.165670,0.600000,0.400000,0.700000,0.640000
540,PNEUMONIA,0.125950,0.600000,0.700000,0.700000,0.740000
541,PNEUMONIA,0.080939,1.000000,0.800000,0.750000,0.800000
542,PNEUMONIA,0.142234,0.600000,0.600000,0.700000,0.880000
543,PNEUMONIA,0.134916,0.800000,0.600000,0.800000,0.780000
544,PNEUMONIA,0.124133,0.800000,0.800000,0.800000,0.880000
545,PNEUMONIA,0.170417,0.600000,0.500000,0.500000,0.580000
546,PNEUMONIA,0.130424,0.600000,0.700000,0.550000,0.720000
547,PNEUMONIA,0.179741,0.200000,0.300000,0.500000,0.500000
548,PNEUMONIA,0.129790,0.400000,0.500000,0.600000,0.640000
549,PNEUMONIA,0.136775,0.600000,0.900000,0.800000,0.800000
550,PNEUMONIA,0.129778,0.400000,0.700000,0.550000,0.500000
551,PNEUMONIA,0.057322,0.400000,0.500000,0.500000,0.680000
552,PNEUMONIA,0.138092,0.600000,0.500000,0.550000,0.580000
553,PNEUMONIA,0.133106,0.600000,0.600000,0.700000,0.840000
554,PNEUMONIA,0.104500,0.600000,0.600000,0.700000,0.740000
555,PNEUMONIA,0.153501,0.400000,0.400000,0.500000,0.720000
556,PNEUMONIA,0.133120,0.600000,0.800000,0.700000,0.720000
557,PNEUMONIA,0.129449,0.600000,0.300000,0.450000,0.640000
558,PNEUMONIA,0.152116,0.800000,1.000000,0.750000,0.840000
559,PNEUMONIA,0.145869,0.600000,0.700000,0.700000,0.840000
560,PNEUMONIA,0.123278,0.200000,0.400000,0.600000,0.660000
561,PNEUMONIA,0.096623,0.400000,0.600000,0.700000,0.840000
562,PNEUMONIA,0.080200,0.800000,0.500000,0.700000,0.500000
563,PNEUMONIA,0.138756,0.400000,0.500000,0.600000,0.680000
564,PNEUMONIA,0.144048,0.800000,0.800000,0.850000,0.860000
565,PNEUMONIA,0.122557,0.400000,0.500000,0.800000,0.800000
566,PNEUMONIA,0.154908,0.600000,0.700000,0.600000,0.700000
567,PNEUMONIA,0.082720,0.600000,0.600000,0.400000,0.360000
568,PNEUMONIA,0.160404,0.600000,0.500000,0.550000,0.820000
569,PNEUMONIA,0.139803,0.600000,0.700000,0.900000,0.800000
570,PNEUMONIA,0.146105,0.200000,0.600000,0.700000,0.800000
571,PNEUMONIA,0.149721,0.400000,0.700000,0.700000,0.760000
572,PNEUMONIA,0.099416,1.000000,0.900000,0.850000,0.720000
573,PNEUMONIA,0.123671,0.600000,0.600000,0.700000,0.700000
574,PNEUMONIA,0.133909,0.800000,0.800000,0.750000,0.760000
575,PNEUMONIA,0.159020,0.800000,0.600000,0.700000,0.860000
576,PNEUMONIA,0.052256,0.200000,0.300000,0.450000,0.580000
577,PNEUMONIA,0.144373,0.600000,0.700000,0.750000,0.780000
578,PNEUMONIA,0.161357,0.400000,0.700000,0.600000,0.740000
579,PNEUMONIA,0.135690,0.200000,0.500000,0.850000,0.740000
580,PNEUMONIA,0.147550,0.600000,0.700000,0.900000,0.800000
581,PNEUMONIA,0.119667,0.800000,0.700000,0.800000,0.820000
582,PNEUMONIA,0.122281,0.800000,0.700000,0.750000,0.860000
583,PNEUMONIA,0.138183,0.600000,0.600000,0.750000,0.860000
584,PNEUMONIA,0.132844,0.800000,0.800000,0.650000,0.840000
585,PNEUMONIA,0.145119,0.400000,0.500000,0.600000,0.680000
586,PNEUMONIA,0.142320,0.600000,0.600000,0.750000,0.800000
587,PNEUMONIA,0.069279,0.200000,0.200000,0.300000,0.420000
588,PNEUMONIA,0.138064,0.800000,0.600000,0.400000,0.640000
589,PNEUMONIA,0.142614,0.400000,0.700000,0.650000,0.780000
590,PNEUMONIA,0.085613,0.200000,0.100000,0.250000,0.280000
591,PNEUMONIA,0.134902,0.800000,0.700000,0.800000,0.860000
592,PNEUMONIA,0.138768,0.400000,0.600000,0.650000,0.780000
593,PNEUMONIA,0.072095,0.000000,0.400000,0.400000,0.640000
594,PNEUMONIA,0.135226,0.600000,0.800000,0.750000,0.720000
595,PNEUMONIA,0.121236,0.200000,0.600000,0.800000,0.840000
596,PNEUMONIA,0.135674,0.800000,0.800000,0.800000,0.760000
597,PNEUMONIA,0.143906,0.400000,0.400000,0.750000,0.840000
598,PNEUMONIA,0.146799,0.800000,0.700000,0.600000,0.800000
599,PNEUMONIA,0.141251,0.600000,0.700000,0.650000,0.840000
600,PNEUMONIA,0.148314,0.400000,0.400000,0.550000,0.660000
601,PNEUMONIA,0.121582,0.400000,0.200000,0.400000,0.540000
602,PNEUMONIA,0.150990,0.800000,0.800000,0.850000,0.900000
603,PNEUMONIA,0.155135,0.600000,0.700000,0.650000,0.680000
604,PNEUMONIA,0.150977,0.600000,0.800000,0.600000,0.660000
605,PNEUMONIA,0.051225,0.200000,0.100000,0.300000,0.360000
606,PNEUMONIA,0.139889,0.800000,0.800000,0.800000,0.780000
607,PNEUMONIA,0.057157,0.000000,0.000000,0.000000,0.100000
608,PNEUMONIA,0.113495,0.000000,0.200000,0.400000,0.560000
609,PNEUMONIA,0.046969,0.400000,0.400000,0.600000,0.540000
610,PNEUMONIA,0.146023,0.600000,0.700000,0.600000,0.760000
611,PNEUMONIA,0.156238,0.400000,0.400000,0.350000,0.460000
612,PNEUMONIA,0.152111,0.600000,0.700000,0.700000,0.780000
613,PNEUMONIA,0.155058,0.800000,0.700000,0.850000,0.820000
614,PNEUMONIA,0.118586,0.800000,0.800000,0.700000,0.760000
615,PNEUMONIA,0.105141,0.400000,0.300000,0.450000,0.540000
616,PNEUMONIA,0.153998,0.400000,0.400000,0.500000,0.800000
617,PNEUMONIA,0.040650,0.200000,0.200000,0.300000,0.340000
618,PNEUMONIA,0.091089,0.400000,0.300000,0.450000,0.620000
619,PNEUMONIA,0.160179,0.800000,0.700000,0.800000,0.880000
620,PNEUMONIA,0.136145,0.600000,0.700000,0.700000,0.700000
621,PNEUMONIA,0.144508,0.600000,1.000000,0.900000,0.900000
622,PNEUMONIA,0.135702,0.800000,0.700000,0.800000,0.800000
623,PNEUMONIA,0.040432,0.200000,0.100000,0.150000,0.280000
624,PNEUMONIA,0.162335,0.200000,0.700000,0.850000,0.820000
625,PNEUMONIA,0.152314,0.800000,0.800000,0.850000,0.860000
626,PNEUMONIA,0.138260,0.800000,0.500000,0.700000,0.720000
627,PNEUMONIA,0.144206,0.800000,0.600000,0.850000,0.840000
628,PNEUMONIA,0.147146,0.600000,0.800000,0.600000,0.680000
629,PNEUMONIA,0.052434,0.200000,0.400000,0.450000,0.380000
630,PNEUMONIA,0.126885,0.800000,0.600000,0.900000,0.880000
631,PNEUMONIA,0.089018,0.200000,0.400000,0.350000,0.520000
632,PNEUMONIA,0.152892,0.800000,0.700000,0.650000,0.740000
633,PNEUMONIA,0.068299,0.600000,0.700000,0.500000,0.560000
634,PNEUMONIA,0.072605,0.200000,0.100000,0.250000,0.380000
635,PNEUMONIA,0.104243,0.000000,0.000000,0.000000,0.060000
636,PNEUMONIA,0.053358,0.600000,0.400000,0.500000,0.720000
637,PNEUMONIA,0.148992,0.600000,0.800000,0.750000,0.760000
638,PNEUMONIA,0.147719,0.400000,0.600000,0.700000,0.860000
639,PNEUMONIA,0.152668,0.800000,0.700000,0.850000,0.780000
640,PNEUMONIA,0.130959,1.000000,0.700000,0.650000,0.700000
641,PNEUMONIA,0.109212,0.600000,0.500000,0.450000,0.500000
642,PNEUMONIA,0.131282,0.800000,0.900000,0.850000,0.840000
643,PNEUMONIA,0.146900,0.800000,0.600000,0.650000,0.720000
644,PNEUMONIA,0.149129,0.600000,0.600000,0.750000,0.760000
645,PNEUMONIA,0.123330,0.600000,0.500000,0.650000,0.720000
646,PNEUMONIA,0.149781,0.400000,0.700000,0.700000,0.800000
647,PNEUMONIA,0.143593,0.800000,0.800000,0.850000,0.800000
648,PNEUMONIA,0.131032,0.600000,0.700000,0.850000,0.900000
649,PNEUMONIA,0.146464,0.800000,1.000000,0.900000,0.840000
650,PNEUMONIA,0.132210,0.400000,0.800000,0.750000,0.720000
651,PNEUMONIA,0.150558,0.200000,0.300000,0.700000,0.680000
652,PNEUMONIA,0.144133,0.200000,0.400000,0.400000,0.620000
653,PNEUMONIA,0.145641,0.400000,0.600000,0.850000,0.840000
654,PNEUMONIA,0.133485,0.400000,0.700000,0.750000,0.840000
655,PNEUMONIA,0.140686,0.600000,0.800000,0.750000,0.860000
656,PNEUMONIA,0.148716,0.600000,0.500000,0.600000,0.820000
657,PNEUMONIA,0.158807,0.000000,0.400000,0.500000,0.660000
658,PNEUMONIA,0.160797,0.200000,0.600000,0.600000,0.740000
659,PNEUMONIA,0.157128,0.800000,0.800000,0.750000,0.820000
660,PNEUMONIA,0.160768,0.400000,0.500000,0.650000,0.640000
661,PNEUMONIA,0.144365,0.600000,0.600000,0.850000,0.820000
662,PNEUMONIA,0.131166,0.400000,0.500000,0.300000,0.660000
663,PNEUMONIA,0.090015,0.200000,0.500000,0.500000,0.540000
664,PNEUMONIA,0.142073,0.800000,0.700000,0.600000,0.700000
665,PNEUMONIA,0.148796,0.600000,0.600000,0.650000,0.720000
666,PNEUMONIA,0.119317,0.800000,0.700000,0.800000,0.860000
667,PNEUMONIA,0.128591,0.800000,0.700000,0.750000,0.860000
668,PNEUMONIA,0.129019,0.800000,0.600000,0.900000,0.860000
669,PNEUMONIA,0.126265,0.800000,0.600000,0.850000,0.860000
670,PNEUMONIA,0.158979,0.600000,0.600000,0.700000,0.700000
671,PNEUMONIA,0.148466,0.600000,0.500000,0.450000,0.600000
672,PNEUMONIA,0.087216,0.000000,0.200000,0.500000,0.400000
673,PNEUMONIA,0.046450,0.000000,0.100000,0.350000,0.520000
674,PNEUMONIA,0.135103,0.800000,0.500000,0.600000,0.720000
675,PNEUMONIA,0.135190,0.600000,0.700000,0.700000,0.660000
676,PNEUMONIA,0.172845,0.800000,0.800000,0.500000,0.700000
677,PNEUMONIA,0.147843,0.800000,0.900000,0.800000,0.780000
678,PNEUMONIA,0.109135,0.800000,0.500000,0.600000,0.800000
679,PNEUMONIA,0.068034,0.200000,0.600000,0.600000,0.640000
680,PNEUMONIA,0.145994,1.000000,0.800000,0.700000,0.760000
681,PNEUMONIA,0.073197,0.200000,0.300000,0.200000,0.220000
682,PNEUMONIA,0.154257,0.800000,0.800000,0.700000,0.760000
683,PNEUMONIA,0.143625,0.600000,0.700000,0.800000,0.820000
684,PNEUMONIA,0.155559,0.400000,0.500000,0.550000,0.580000
685,PNEUMONIA,0.135883,1.000000,0.800000,0.650000,0.860000
686,PNEUMONIA,0.105265,0.200000,0.600000,0.550000,0.600000
687,PNEUMONIA,0.094698,1.000000,0.800000,0.850000,0.760000
688,PNEUMONIA,0.121792,0.600000,0.800000,0.700000,0.720000
689,PNEUMONIA,0.161602,0.600000,0.900000,0.750000,0.800000
690,PNEUMONIA,0.093844,0.200000,0.600000,0.500000,0.660000
691,PNEUMONIA,0.103916,1.000000,0.600000,0.600000,0.540000
692,PNEUMONIA,0.114472,0.600000,0.800000,0.700000,0.800000
693,PNEUMONIA,0.137378,1.000000,0.700000,0.850000,0.740000
694,PNEUMONIA,0.144965,1.000000,0.600000,0.700000,0.880000
695,PNEUMONIA,0.114453,0.800000,1.000000,0.750000,0.880000
696,PNEUMONIA,0.132193,0.400000,0.700000,0.850000,0.840000
697,PNEUMONIA,0.114655,0.600000,0.800000,0.500000,0.320000
698,PNEUMONIA,0.176546,0.800000,0.500000,0.550000,0.700000
699,PNEUMONIA,0.150621,0.600000,0.600000,0.650000,0.740000
700,PNEUMONIA,0.131402,0.600000,0.500000,0.800000,0.700000
701,PNEUMONIA,0.141716,0.400000,0.500000,0.650000,0.800000
702,PNEUMONIA,0.142858,0.600000,0.700000,0.850000,0.800000
703,PNEUMONIA,0.063394,0.600000,0.600000,0.700000,0.700000
704,PNEUMONIA,0.139547,0.600000,0.700000,0.650000,0.660000
705,PNEUMONIA,0.139554,0.600000,0.700000,0.750000,0.820000
706,PNEUMONIA,0.119027,0.600000,0.900000,0.650000,0.740000
707,PNEUMONIA,0.149223,0.600000,0.600000,0.650000,0.740000
708,PNEUMONIA,0.140042,0.800000,0.800000,0.850000,0.860000
709,PNEUMONIA,0.136411,0.400000,0.600000,0.650000,0.760000
710,PNEUMONIA,0.151367,0.800000,0.800000,0.850000,0.820000
711,PNEUMONIA,0.132774,0.600000,0.800000,0.650000,0.740000
712,PNEUMONIA,0.145459,0.600000,0.700000,0.400000,0.600000
713,PNEUMONIA,0.126461,0.800000,0.900000,0.800000,0.920000
714,PNEUMONIA,0.133512,0.600000,0.800000,0.800000,0.860000
715,PNEUMONIA,0.136613,0.600000,0.900000,0.800000,0.760000
716,PNEUMONIA,0.104662,0.800000,0.600000,0.650000,0.640000
717,PNEUMONIA,0.146883,0.400000,0.600000,0.650000,0.640000
718,PNEUMONIA,0.131844,0.800000,0.700000,0.800000,0.820000
719,PNEUMONIA,0.129279,0.600000,0.700000,0.900000,0.840000
720,PNEUMONIA,0.168968,0.600000,0.600000,0.800000,0.700000
721,PNEUMONIA,0.147849,0.400000,0.400000,0.600000,0.760000
722,PNEUMONIA,0.133298,0.600000,0.600000,0.700000,0.840000
723,PNEUMONIA,0.140198,0.600000,0.900000,0.800000,0.840000
724,PNEUMONIA,0.141311,0.600000,0.500000,0.600000,0.680000
725,PNEUMONIA,0.141791,0.400000,0.600000,0.600000,0.780000
726,PNEUMONIA,0.148522,0.600000,0.600000,0.750000,0.760000
727,PNEUMONIA,0.132333,0.800000,0.700000,0.750000,0.840000
728,PNEUMONIA,0.089535,0.600000,0.500000,0.500000,0.620000
729,PNEUMONIA,0.136441,0.600000,0.800000,0.900000,0.820000
730,PNEUMONIA,0.149238,0.800000,0.500000,0.850000,0.820000
731,PNEUMONIA,0.122093,0.800000,0.800000,0.850000,0.780000
732,PNEUMONIA,0.136845,0.400000,0.700000,0.650000,0.700000
733,PNEUMONIA,0.162768,0.600000,0.600000,0.800000,0.720000
734,PNEUMONIA,0.101505,1.000000,0.600000,0.650000,0.800000
735,PNEUMONIA,0.043032,0.400000,0.500000,0.650000,0.780000
736,PNEUMONIA,0.058705,0.400000,0.400000,0.250000,0.360000
737,PNEUMONIA,0.125090,1.000000,0.700000,0.750000,0.660000
738,PNEUMONIA,0.057682,0.800000,0.500000,0.500000,0.500000
739,PNEUMONIA,0.141516,0.600000,0.900000,0.750000,0.880000
740,PNEUMONIA,0.084516,0.400000,0.400000,0.350000,0.340000
741,PNEUMONIA,0.140166,0.600000,0.700000,0.800000,0.860000
742,PNEUMONIA,0.126344,0.800000,0.700000,0.850000,0.840000
743,PNEUMONIA,0.060957,0.600000,0.500000,0.750000,0.800000
744,PNEUMONIA,0.083778,0.400000,0.200000,0.250000,0.480000
745,PNEUMONIA,0.141167,0.800000,0.700000,0.900000,0.900000
746,PNEUMONIA,0.138186,0.800000,0.800000,0.900000,0.820000
747,PNEUMONIA,0.060952,0.600000,0.600000,0.600000,0.640000
748,PNEUMONIA,0.144348,0.800000,0.700000,0.700000,0.720000
749,PNEUMONIA,0.141276,0.600000,0.700000,0.750000,0.680000
750,PNEUMONIA,0.158360,0.800000,0.600000,0.550000,0.640000
751,PNEUMONIA,0.098336,0.600000,0.700000,0.800000,0.820000
752,PNEUMONIA,0.140165,0.600000,0.700000,0.700000,0.860000
753,PNEUMONIA,0.139617,0.800000,0.700000,0.800000,0.860000
754,PNEUMONIA,0.127540,0.800000,0.800000,0.900000,0.840000
755,PNEUMONIA,0.134145,0.600000,0.800000,0.750000,0.800000
756,PNEUMONIA,0.156798,0.600000,0.500000,0.700000,0.800000
757,PNEUMONIA,0.170816,0.800000,0.600000,0.550000,0.520000
758,PNEUMONIA,0.119858,0.400000,0.600000,0.550000,0.660000
759,PNEUMONIA,0.102327,0.800000,0.600000,0.650000,0.880000
760,PNEUMONIA,0.118115,0.800000,0.500000,0.900000,0.900000
761,PNEUMONIA,0.065454,0.600000,0.700000,0.650000,0.700000
762,PNEUMONIA,0.142249,0.400000,0.500000,0.550000,0.700000
763,PNEUMONIA,0.142449,0.800000,0.900000,0.800000,0.800000
764,PNEUMONIA,0.110246,0.800000,0.500000,0.550000,0.640000
765,PNEUMONIA,0.132284,0.600000,0.600000,0.550000,0.700000
766,PNEUMONIA,0.115130,0.400000,0.600000,0.700000,0.740000
767,PNEUMONIA,0.148454,0.600000,0.500000,0.500000,0.720000
768,PNEUMONIA,0.125644,0.400000,0.600000,0.600000,0.600000
769,PNEUMONIA,0.137347,0.600000,0.700000,0.600000,0.600000
770,PNEUMONIA,0.133840,0.800000,0.600000,0.800000,0.720000
771,PNEUMONIA,0.137425,0.400000,0.700000,0.750000,0.840000
772,PNEUMONIA,0.140228,0.800000,1.000000,0.850000,0.920000
773,PNEUMONIA,0.082838,0.200000,0.500000,0.600000,0.640000
774,PNEUMONIA,0.138097,0.600000,0.700000,0.750000,0.660000
775,PNEUMONIA,0.156202,0.800000,0.900000,0.900000,0.800000
776,PNEUMONIA,0.087342,0.400000,0.600000,0.600000,0.540000
777,PNEUMONIA,0.151911,0.800000,0.500000,0.650000,0.740000
778,PNEUMONIA,0.137799,0.800000,0.800000,0.650000,0.820000
779,PNEUMONIA,0.143188,0.400000,0.700000,0.800000,0.860000
780,PNEUMONIA,0.148161,0.600000,0.700000,0.650000,0.820000
781,PNEUMONIA,0.133256,0.600000,0.800000,0.850000,0.860000
782,PNEUMONIA,0.133077,0.600000,0.600000,0.650000,0.740000
783,PNEUMONIA,0.148164,1.000000,0.900000,0.900000,0.880000
784,PNEUMONIA,0.158462,0.600000,0.400000,0.350000,0.580000
785,PNEUMONIA,0.151198,0.400000,0.400000,0.650000,0.660000
786,PNEUMONIA,0.139152,0.600000,0.500000,0.700000,0.760000
787,PNEUMONIA,0.058858,0.200000,0.300000,0.350000,0.420000
788,PNEUMONIA,0.109150,0.800000,0.700000,0.700000,0.800000
789,PNEUMONIA,0.130810,0.400000,0.700000,0.700000,0.860000
790,PNEUMONIA,0.139308,0.800000,0.800000,0.850000,0.900000
791,PNEUMONIA,0.133749,0.600000,0.800000,0.650000,0.680000
792,PNEUMONIA,0.143954,0.800000,0.700000,0.700000,0.780000
793,PNEUMONIA,0.125909,0.800000,0.700000,0.750000,0.800000
794,PNEUMONIA,0.126015,0.800000,0.600000,0.750000,0.820000
795,PNEUMONIA,0.116422,0.600000,0.900000,0.750000,0.820000
796,PNEUMONIA,0.148874,0.800000,0.900000,0.800000,0.800000
797,PNEUMONIA,0.157453,0.400000,0.800000,0.800000,0.720000
798,PNEUMONIA,0.136272,0.600000,0.500000,0.850000,0.740000
799,PNEUMONIA,0.144209,0.800000,0.700000,0.800000,0.880000
800,PNEUMONIA,0.129694,0.400000,0.700000,0.750000,0.840000
801,PNEUMONIA,0.134323,0.600000,0.700000,0.750000,0.820000
802,PNEUMONIA,0.138167,0.600000,0.800000,0.750000,0.760000
803,PNEUMONIA,0.168611,0.600000,0.600000,0.750000,0.920000
804,PNEUMONIA,0.160914,0.400000,0.500000,0.750000,0.700000
805,PNEUMONIA,0.154888,0.600000,0.700000,0.900000,0.820000
806,PNEUMONIA,0.108000,0.600000,0.600000,0.650000,0.700000
807,PNEUMONIA,0.083144,0.400000,0.300000,0.500000,0.680000
808,PNEUMONIA,0.113153,0.600000,0.600000,0.650000,0.520000
809,PNEUMONIA,0.151664,0.200000,0.300000,0.500000,0.800000
810,PNEUMONIA,0.149607,0.800000,1.000000,0.800000,0.800000
811,PNEUMONIA,0.156853,0.600000,0.700000,0.750000,0.700000
812,PNEUMONIA,0.154708,0.800000,0.600000,0.750000,0.800000
813,PNEUMONIA,0.153049,0.600000,0.900000,0.700000,0.820000
